Phase,Code,Province,District,Constituency,Contestant,Gender,Party,Alliance,Votes,Won
2,S3KAV1,3,Kavre,1,Khemraj Neupane,Male,Deshbhakta Janaganatantrik Morcha,,430,
2,S3KAV1,3,Kavre,1,Norbu Lama (Tamang),Male,Independent,,13,
2,S3KAV1,3,Kavre,1,Krishna Bahadur Tamang,Male,Nepal Majdur Kishan Party,,135,
2,S3KAV1,3,Kavre,1,Bhupendra Dhungana,Male,Nepal Janata Dal ,,955,
2,S3KAV1,3,Kavre,1,Tirtha Bahadur Lama,Male,Nepali Congress,Democratic Alliance,39605,
2,S3KAV1,3,Kavre,1,Daan Bahadur Thapa,Male,CPN-ML,,3131,
2,S3KAV1,3,Kavre,1,Shuntala Kaji Shrestha,Male,Nepa: Rastriya Party,,33,
2,S3KAV1,3,Kavre,1,Ganga Bahadur Tamang,Male,Maoist Centre,Left Alliance,43631,1
2,S3KAV1,3,Kavre,1,Dhan Bahadur Tamang,Male,Sanghiya Samajwadi Forum,,291,
2,S3KAV2,3,Kavre,2,Siddhi Bahadur Joshi,Male,Sanghiya Samajwadi Forum,,126,
2,S3KAV2,3,Kavre,2,Surath Chaulagain,Male,CPN-ML,,706,
2,S3KAV2,3,Kavre,2,Pradip Kumar Prajapati,Male,RJP-N,,205,
2,S3KAV2,3,Kavre,2,Bilash Thapa,Male,Bibeksheel Sajha Party,,874,
2,S3KAV2,3,Kavre,2,Krishna Kumar Bhandari,Male,Naya Shakti Party,,315,
2,S3KAV2,3,Kavre,2,Shudarshan Humagain,Male,Independent,,61,
2,S3KAV2,3,Kavre,2,Saurav Raj Kayastha,Male,Deshbhakta Janaganatantrik Morcha,,141,
2,S3KAV2,3,Kavre,2,Saraswati Tripati,Female,Nepali Janata Dal,,1088,
2,S3KAV2,3,Kavre,2,Krishna Kumar Vaidya,Male,Nepal Majdur Kishan Party,,707,
2,S3KAV2,3,Kavre,2,Madhu Prasad Acharya,Male,Nepali Congress,Democratic Alliance,36579,
2,S3KAV2,3,Kavre,2,Gokul Prasad Baskota,Male,CPN-UML,Left Alliance,54427,1
2,S3MAK1,3,Makwanpur,1,Sadhana Rana Magar,Female,Nepal Majdur Kishan Party,,51,
2,S3MAK1,3,Makwanpur,1,Ram Krishna Sapkota,Male,Unified RPP (Nationalist),,84,
2,S3MAK1,3,Makwanpur,1,Kumar Bahadur Sanjhel,Male,CPN-ML,,1419,
2,S3MAK1,3,Makwanpur,1,Rajesh Lama,Male,Rastriya Samajwadi Party,,32,
2,S3MAK1,3,Makwanpur,1,Pralhad Lamichhane,Male,Naya Shakti Party,,171,
2,S3MAK1,3,Makwanpur,1,Dev Anand Regmi,Male,Independent,,12,
2,S3MAK1,3,Makwanpur,1,Binita Tamang,Female,Mongol National Organization,,53,
2,S3MAK1,3,Makwanpur,1,Dil Bahadur Ghising,Male,Deshbhakta Janaganatantrik Morcha,,184,
2,S3MAK1,3,Makwanpur,1,Krishna Prasad Dahal,Male,CPN-UML,Left Alliance,40631,1
2,S3MAK1,3,Makwanpur,1,Indra Man Thing,Male,Rastriya Janamukti Party,,238,
2,S3MAK1,3,Makwanpur,1,Krishna Kumar Dhalan,Male,Sanghiya Samajwadi Forum,,263,
2,S3MAK1,3,Makwanpur,1,Keshav Raj Baniya,Male,Independent,,467,
2,S3MAK1,3,Makwanpur,1,Obindra Bahadur Luitel,Male,Rastriya Janamorcha,,59,
2,S3MAK1,3,Makwanpur,1,Fanindra Kumar Timilsina,Male,Independent,,48,
2,S3MAK1,3,Makwanpur,1,Saroj Koirala,Male,Bibeksheel Sajha Party,,1356,
2,S3MAK1,3,Makwanpur,1,Kamal Thapa ,Male,RPP,,34658,
2,S3MAK2,3,Makwanpur,2,Jiwan Syangtan,Male,Mongol National Organization,,144,
2,S3MAK2,3,Makwanpur,2,Arun Batoula,Male,Independent,,87,
2,S3MAK2,3,Makwanpur,2,Bikash Nepal,Male,Independent,,22,
2,S3MAK2,3,Makwanpur,2,Singh Bahadur Moktan,Male,Bibeksheel Sajha Party,,469,
2,S3MAK2,3,Makwanpur,2,Sonam Singh Syangtan,Male,Naya Shakti Party,,621,
2,S3MAK2,3,Makwanpur,2,Mahalaxmi Upadhaya (Dina),Female,Nepali Congress,Democratic Alliance,34090,
2,S3MAK2,3,Makwanpur,2,Birodh Khatiwada,Male,CPN-UML,Left Alliance,46481,1
2,S3MAK2,3,Makwanpur,2,Hari Singh Waiba,Male,Rastriya Janamukti Party,,58,
2,S3MAK2,3,Makwanpur,2,Ramhari Dital,Male,Rastriya Janamorcha,,286,
2,S3MAK2,3,Makwanpur,2,Rana Sangram Bista,Male,Independent,,192,
2,S3MAK2,3,Makwanpur,2,Sagar Upreti,Male,Deshbhakta Janaganatantrik Morcha,,195,
2,S2RAU1,2,Rautahat,1,Raghunath Sahani Malah,Male,Independent,,6,
2,S2RAU1,2,Rautahat,1,Bhushan Thakur Hajam,Male,Independent,,4,
2,S2RAU1,2,Rautahat,1,Harihar Mukhiya Bin,Male,Independent,,5,
2,S2RAU1,2,Rautahat,1,Vaidhyanath Sahani,Male,Independent,,4,
2,S2RAU1,2,Rautahat,1,Anil Kumar Jha,Male,RJP-N,,21472,1
2,S2RAU1,2,Rautahat,1,Lila Nath Jha,Male,Independent,,3,
2,S2RAU1,2,Rautahat,1,Ramnaresh Rae Yadav,Male,Independent,,18,
2,S2RAU1,2,Rautahat,1,Sangita Kumari ,Female,Sanghiya Loktantrik Rastriya Manch,,121,
2,S2RAU1,2,Rautahat,1,Rampujan Rae,Male,Independent,,4,
2,S2RAU1,2,Rautahat,1,Hari Charan Sah,Male,Nepali Janata Dal,,338,
2,S2RAU1,2,Rautahat,1,Baiju Rae Yadav,Male,Independent,,3,
2,S2RAU1,2,Rautahat,1,Krishna Prasad Yadav,Male,Nepali Congress,Democratic Alliance,15874,
2,S2RAU1,2,Rautahat,1,Pheku Das,Male,Independent,,10,
2,S2RAU1,2,Rautahat,1,Matuk Hajara,Male,Bahujan Shakti Party,,416,
2,S2RAU1,2,Rautahat,1,Baban Singh,Male,Independent,,1669,
2,S2RAU1,2,Rautahat,1,Shailendra Singh,Male,Independent,,82,
2,S2RAU1,2,Rautahat,1,Rishikesh Singh Rajput,Male,Independent,,32,
2,S2RAU1,2,Rautahat,1,Sanjay Kumar Yadav,Male,Independent,,5,
2,S2RAU1,2,Rautahat,1,Arvind Rae Yadav,Male,Independent,,56,
2,S2RAU1,2,Rautahat,1,Harendra Rae Yadav,Male,Nepal Majdur Kishan Party,,85,
2,S2RAU1,2,Rautahat,1,Bigu Bhagat Mahara,Male,Independent,,11,
2,S2RAU1,2,Rautahat,1,Ramdev Rae Yadav,Male,Bahujan Samaj Party,,32,
2,S2RAU1,2,Rautahat,1,Dipendra Jha,Male,Independent,,12,
2,S2RAU1,2,Rautahat,1,Brahma Nanda Jha,Male,Independent,,5,
2,S2RAU1,2,Rautahat,1,Amar Prasad Yadav,Male,Madhesh Terai Forum,,152,
2,S2RAU1,2,Rautahat,1,Narayan Das,Male,"Dalit, Muslim Janashakti Party",,25,
2,S2RAU1,2,Rautahat,1,Raj Narayan Sah,Male,Naya Shakti Party,,74,
2,S2RAU1,2,Rautahat,1,Manoj Kumar Pandeya,Male,Independent,,8,
2,S2RAU1,2,Rautahat,1,Ramakant Rae Yadav ,Male,Independent,,4,
2,S2RAU1,2,Rautahat,1,Devendra Jha,Male,Independent,,5,
2,S2RAU1,2,Rautahat,1,Satya Narayan Bagat Bin,Male,Maoist Centre,Left Alliance,12331,
2,S2RAU2,2,Rautahat,2,Mohammad Aaftab Aalam,Male,Nepali Congress,Democratic Alliance,18833,1
2,S2RAU2,2,Rautahat,2,Manjogi Kumari,Female,Nepal Majdur Kishan Party,,71,
2,S2RAU2,2,Rautahat,2,Ramashankar Prasad Kushwaha,Male,Nepal Janata Party,,230,
2,S2RAU2,2,Rautahat,2,Sheikh Mohammad Arshad Ali,Male,Nepal Sanghiya Samajwadi Party,,45,
2,S2RAU2,2,Rautahat,2,Sheikh Yar Mohammad,Male,CPN-ML,,483,
2,S2RAU2,2,Rautahat,2,Nathuni Mandal,Male,Nepali Janata Dal,,709,
2,S2RAU2,2,Rautahat,2,Devnath Mahato,Male,Unified RPP (Nationalist),,43,
2,S2RAU2,2,Rautahat,2,Mohammad Sajim Ansari,Male,Independent,,29,
2,S2RAU2,2,Rautahat,2,Dashain Baitha Dhobi,Male,"Dalit, Muslim Janashakti Party",,144,
2,S2RAU2,2,Rautahat,2,Ramswarup  Sinha,Male,Independent,,336,
2,S2RAU2,2,Rautahat,2,Rambabu Prasad Sah,Male,Independent,,14,
2,S2RAU2,2,Rautahat,2,Kiran Kumar Sah,Male,Sanghiya Samajwadi Forum,,16865,
2,S2RAU2,2,Rautahat,2,Bhola Hajara,Male,Rastriya Yatharthwadi Party,,204,
2,S2RAU2,2,Rautahat,2,Mo. Mustaq Aalam,Male,CPN-UML,Left Alliance,13883,
2,S2RAU2,2,Rautahat,2,Mo. Rijwan Aalam,Male,Independent,,18,
2,S2RAU2,2,Rautahat,2,Skeikh Sahub,Male,Independent,,16,
2,S2RAU2,2,Rautahat,2,Sheikh Hijwula,Male,Independent,,15,
2,S2RAU2,2,Rautahat,2,Sheikh Salaudin,Male,Rastriya Janamorcha,,93,
2,S2RAU3,2,Rautahat,3,Shanker Mahato Koiri,Male,Unified RPP (Nationalist),,289,
2,S2RAU3,2,Rautahat,3,Sunil Kumar Yadav,Male,Nepali Congress,Democratic Alliance,18206,
2,S2RAU3,2,Rautahat,3,Ram Ekwal,Male,Independent,,4,
2,S2RAU3,2,Rautahat,3,Sambhu Sah Teli,Male,Independent,,4,
2,S2RAU3,2,Rautahat,3,Mohan Sah,Male,Independent,,5,
2,S2RAU3,2,Rautahat,3,Binod Kumar Sah,Male,Nepal Majdur Kishan Party,,21,
2,S2RAU3,2,Rautahat,3,Shonfi Mahato,Male,Rastriya Janamorcha,,53,
2,S2RAU3,2,Rautahat,3,Dipendra Mahato Koiri,Male,Independent,,49,
2,S2RAU3,2,Rautahat,3,Ramjanma Rae Yadav,Male,Independent,,5,
2,S2RAU3,2,Rautahat,3,Ashok Pandey,Male,Independent,,67,
2,S2RAU3,2,Rautahat,3,Nagendra Prasad Sah,Male,Independent,,12,
2,S2RAU3,2,Rautahat,3,Sanjay Mahato,Male,Bahujan Shakti Party,,282,
2,S2RAU3,2,Rautahat,3,Nagendra Rae Yadav ,Male,Independent,,5,
2,S2RAU3,2,Rautahat,3,Rajesh Kumar Sah,Male,Independent,,3,
2,S2RAU3,2,Rautahat,3,Prabhu Sah,Male,Maoist Centre,Left Alliance,27799,1
2,S2RAU3,2,Rautahat,3,Nandakishor Rae Yadav,Male,Independent,,17,
2,S2RAU3,2,Rautahat,3,Anarwa Devi,Female,Independent,,57,
2,S2RAU3,2,Rautahat,3,Manoj Kumar Patel,Male,Nepali Janata Dal,,362,
2,S2RAU3,2,Rautahat,3,Prabhu Mahato,Male,Independent,,7,
2,S2RAU3,2,Rautahat,3,Jasiya Devi,Female,Independent,,34,
2,S2RAU3,2,Rautahat,3,Ramakumari Devi,Female,Independent,,3,
2,S2RAU3,2,Rautahat,3,Thaga Das,Male,Independent,,9,
2,S2RAU3,2,Rautahat,3,Omprakash,Male,RJP-N,,14658,
2,S2RAU3,2,Rautahat,3,Abrarul Haq,Male,Independent,,7,
2,S2RAU4,2,Rautahat,4,Baliram Sahani,Male,Independent,,25,
2,S2RAU4,2,Rautahat,4,Kanija Khatun,Female,Nepal Sanghiya Samajwadi Party,,146,
2,S2RAU4,2,Rautahat,4,Birendra Rae Yadav,Male,Nepal Janata Party,,32,
2,S2RAU4,2,Rautahat,4,Mohan Das Tatma,Male,Unified RPP (Nationalist),,80,
2,S2RAU4,2,Rautahat,4,Shiva Shanker Pandeya,Male,Deshbhakta Janaganatantrik Morcha,,79,
2,S2RAU4,2,Rautahat,4,Nuud Prasad Timilsina,Male,Bibeksheel Sajha Party,,52,
2,S2RAU4,2,Rautahat,4,Bansidhar Mishra (Dr.),Male,CPN-UML,Left Alliance,23006,
2,S2RAU4,2,Rautahat,4,Aanbari Khan,Female,CPN-ML,,607,
2,S2RAU4,2,Rautahat,4,Dev Prasad Timilsina,Male,Nepali Congress,Democratic Alliance,28228,1
2,S2RAU4,2,Rautahat,4,Purushottam Mishra,Male,Independent,,6,
2,S2RAU4,2,Rautahat,4,Kalyan Karki,Male,Independent,,6,
2,S2RAU4,2,Rautahat,4,Vaidhyanath Prasad Chaudhary,Male,Nepal Majdur Kishan Party,,41,
2,S2RAU4,2,Rautahat,4,Shiva Shanker Chaulagain,Male,Independent,,4,
2,S2RAU4,2,Rautahat,4,Manoj Kumar Mishra,Male,Independent,,6,
2,S2RAU4,2,Rautahat,4,Kanthmani Prasad Kalwar,Male,RJP-N,,7881,
2,S2RAU4,2,Rautahat,4,Kishori Sahani,Male,Lok Kalyankari Janata Party,,18,
2,S2RAU4,2,Rautahat,4,Sunil Kumar jha,Male,Independent,,17,
2,S2RAU4,2,Rautahat,4,Krishna Nanadan Sah Teli,Male,Independent,,6,
2,S2BAR1,2,Bara,1,Ramkishor Prasad Yadav,Male,RJP-N,,20144,
2,S2BAR1,2,Bara,1,Hamid Mansuri,Male,Naya Shakti Party,,102,
2,S2BAR1,2,Bara,1,Shiva Prasad Rijal,Male,Independent,,22,
2,S2BAR1,2,Bara,1,Gandhi Das Tatma,Male,Independent,,12,
2,S2BAR1,2,Bara,1,Sunny Lama,Male,Bibeksheel Sajha Party,,200,
2,S2BAR1,2,Bara,1,Ramadhikar Prasad Yadav,Male,Independent,,26,
2,S2BAR1,2,Bara,1,Parash Thakur Hajam,Male,Rastriya Janamorcha,,78,
2,S2BAR1,2,Bara,1,Umakant Chaudhary,Male,Nepali Congress,Democratic Alliance,24450,1
2,S2BAR1,2,Bara,1,Ram Ayodhya Prasad Kalwar,Male,Deshbhakta Janaganatantrik Morcha,,139,
2,S2BAR1,2,Bara,1,Achyut Prasad Mainali,Male,CPN-UML,Left Alliance,22030,
2,S2BAR1,2,Bara,1,Ganesh Raj Shiwakoti,Male,Independent,,19,
2,S2BAR2,2,Bara,2,Tej Bahadur Bhagat,Male,Naya Shakti Party,,439,
2,S2BAR2,2,Bara,2,Munil Prasad Yadav,Male,Independent,,51,
2,S2BAR2,2,Bara,2,Manjarul Ansari,Male,Independent,,57,
2,S2BAR2,2,Bara,2,Jiyalal Prasad Sah,Male,Independent,,39,
2,S2BAR2,2,Bara,2,Raju Prasad Sah Kalwar,Male,Rastriya Yatharthwadi Party,,298,
2,S2BAR2,2,Bara,2,Sanjay Prasad Yadv,Male,Independent,,73,
2,S2BAR2,2,Bara,2,Shribhagwan Prasad Yadav,Male,Independent,,41,
2,S2BAR2,2,Bara,2,Sambhu Hajara Dushad,Male,Nepali Janata Dal,,545,
2,S2BAR2,2,Bara,2,Pachal Raut Barai,Male,Unified RPP (Nationalist),,214,
2,S2BAR2,2,Bara,2,Shivachandra Prasad Kuswaha,Male,Maoist Centre,Left Alliance,10546,
2,S2BAR2,2,Bara,2,Ramsahay Prasad Yadav,Male,Sanghiya Samajwadi Forum,,28185,1
2,S2BAR2,2,Bara,2,Ram Saran Hajara,Male,Independent,,77,
2,S2BAR2,2,Bara,2,Radhey Chandra Yadav,Male,Nepali Congress,Democratic Alliance,15790,
2,S2BAR3,2,Bara,3,Saral Miya Jolha,Male,Nepal Majdur Kishan Party,,415,
2,S2BAR3,2,Bara,3,Brijesh Kumar Pandeya,Male,Nepal Sanghiya Samajwadi Party,,287,
2,S2BAR3,2,Bara,3,Hriday Narayan Prasad Kuswaha,Male,Naya Shakti Party,,192,
2,S2BAR3,2,Bara,3,Brahmadev Prasad Yadav,Male,Rastriya Janamukti Party,,64,
2,S2BAR3,2,Bara,3,Gopal Hajara Dushad,Male,Unified RPP (Nationalist),,231,
2,S2BAR3,2,Bara,3,Gopal Das ,Male,Nepal Janata Party,,463,
2,S2BAR3,2,Bara,3,Manoj Pandit Kumhar,Male,Independent,,50,
2,S2BAR3,2,Bara,3,Rambabu Kumar Yadav,Male,Sanghiya Samajwadi Forum,,21336,1
2,S2BAR3,2,Bara,3,Aadyanand Pandey,Male,CPN-UML,Left Alliance,16362,
2,S2BAR3,2,Bara,3,Dipak Prasad Chaudhary,Male,Rastriya Janamorcha,,354,
2,S2BAR3,2,Bara,3,Bishnu Prasad Dhungana,Male,Independent,,45,
2,S2BAR3,2,Bara,3,Farmullah Mansur,Male,Nepali Congress,Democratic Alliance,16086,
2,S2BAR4,2,Bara,4,Balakrishna Sharma,Male,Rastriya Janamorcha,,155,
2,S2BAR4,2,Bara,4,Chotelal Sah,Male,Lok Kalyankari Janata Party,,258,
2,S2BAR4,2,Bara,4,Akwal Miya,Male,RJP-N,,22275,1
2,S2BAR4,2,Bara,4,Chandeshwar Prasad Sah,Male,Naya Shakti Party,,704,
2,S2BAR4,2,Bara,4,Niroj Pudasaini,Male,Bibeksheel Sajha Party,,547,
2,S2BAR4,2,Bara,4,Girjalal Hajara Dushad,Male,Unified RPP (Nationalist),,828,
2,S2BAR4,2,Bara,4,Laxmi Sah Teli,Male,Rastriya Samajwadi Party,,90,
2,S2BAR4,2,Bara,4,Radha Krishna Chaudhary,Male,Independent,,28,
2,S2BAR4,2,Bara,4,Lalbabu Singh Bhuihar,Male,Nepali Congress,Democratic Alliance,14516,
2,S2BAR4,2,Bara,4,Devnarayan Tharu,Male,CPN-UML,Left Alliance,20607,
2,S2BAR4,2,Bara,4,Jafrul Miya,Male,Independent,,37,
2,S2BAR4,2,Bara,4,Mojahir Ansari,Male,Independent,,88,
2,S2PAR1,2,Parsa,1,Chedi Lal Yadav,Male,Independent,,118,
2,S2PAR1,2,Parsa,1,Bindu Kumari Shrestha ,Female,Independent,,36,
2,S2PAR1,2,Parsa,1,Mohammad Kadam Rasul,Male,Nepal Sanghiya Samajwadi Party,,311,
2,S2PAR1,2,Parsa,1,Samsudin Miya,Male,Independent,,25,
2,S2PAR1,2,Parsa,1,Deep Kumar Barma,Male,Independent,,8,
2,S2PAR1,2,Parsa,1,Saroj Kumar Sah,Male,Nepal Majdur Kishan Party,,24,
2,S2PAR1,2,Parsa,1,Pradip Yadav,Male,Sanghiya Samajwadi Forum,,21132,1
2,S2PAR1,2,Parsa,1,Shanker Prasad Chaurasiya,Male,CPN-Marxist,,41,
2,S2PAR1,2,Parsa,1,Jitendra Kumar Singh,Male,CPN-ML,,608,
2,S2PAR1,2,Parsa,1,Bichari Prasad Yadav,Male,CPN-UML,Left Alliance,5418,
2,S2PAR1,2,Parsa,1,Jajul Ansari,Male,Independent,,21,
2,S2PAR1,2,Parsa,1,Anil Kumar Rungata,Male,Nepali Congress,Democratic Alliance,16481,
2,S2PAR1,2,Parsa,1,Nuralam Ansari,Male,Rastriya Janamorcha,,58,
2,S2PAR1,2,Parsa,1,Gajendra Dev Thaku Shrestha,Male,Unified RPP (Nationalist),,147,
2,S2PAR1,2,Parsa,1,Anil Kumar Thapa,Male,Independent,,13,
2,S2PAR1,2,Parsa,1,Safaroj Ahmed Mansuri,Male,Independent,,4,
2,S2PAR1,2,Parsa,1,Pradip Bir Shrestha,Male,Independent,,4,
2,S2PAR1,2,Parsa,1,Roshan Vaidya,Male,Independent,,6,
2,S2PAR1,2,Parsa,1,Ramajodhya Mahara,Male,Independent,,5,
2,S2PAR1,2,Parsa,1,Firoj Ahmed,Male,Independent,,7,
2,S2PAR1,2,Parsa,1,Mohmmad Mumtaj Aalam,Male,Deshbhakta Janaganatantrik Morcha,,27,
2,S2PAR1,2,Parsa,1,Mohmmad Raja,Male,Bibeksheel Sajha Party,,104,
2,S2PAR2,2,Parsa,2,Chandra Prabhakar Prasad,Male,Unified RPP (Nationalist),,161,
2,S2PAR2,2,Parsa,2,Bimal Prasad Shriwastav,Male,Sanghiya Samajwadi Forum,,21169,1
2,S2PAR2,2,Parsa,2,Jaleswar Sah Sonar,Male,Deshbhakta Loktantrik Party,,80,
2,S2PAR2,2,Parsa,2,Nandkishor Thakur ,Male,Independent,,115,
2,S2PAR2,2,Parsa,2,M. Jiya ul Haq Hawari,Male,Independent,,28,
2,S2PAR2,2,Parsa,2,Kiran Bala Barma,Female,Nepali Janata Dal,,494,
2,S2PAR2,2,Parsa,2,Sheikh Nawihussain,Male,Independent,,22,
2,S2PAR2,2,Parsa,2,Mohammad Kalim Mansuri,Male,Independent,,6,
2,S2PAR2,2,Parsa,2,Yogendra Prasad Yadav,Male,Independent,,32,
2,S2PAR2,2,Parsa,2,Jitendra Prasad Yadav,Male,Independent,,21,
2,S2PAR2,2,Parsa,2,Mohammad Salim Mansur,Male,Maoist Centre,Left Alliance,6729,
2,S2PAR2,2,Parsa,2,Ramesh Prasad Yadav,Male,Independent,,14,
2,S2PAR2,2,Parsa,2,Satyanarayan Prasad,Male,Jana Samajwadi Party,,619,
2,S2PAR2,2,Parsa,2,Ajay Kumar Chaurasiya,Male,Nepali Congress,Democratic Alliance,19704,
2,S2PAR2,2,Parsa,2,Manohar Prasad Yadav,Male,Independent,,51,
2,S2PAR3,2,Parsa,3,Paras Giri,Male,Independent,,164,
2,S2PAR3,2,Parsa,3,Nuraalam Ansari,Male,Bahujan Shakti Party,,232,
2,S2PAR3,2,Parsa,3,Pradip Rauniyar,Male,Independent,,74,
2,S2PAR3,2,Parsa,3,Sambhu Thakur,Male,Independent,,27,
2,S2PAR3,2,Parsa,3,Raj Kumar Yadav,Male,Nepal Sanghiya Samajwadi Party,,10009,
2,S2PAR3,2,Parsa,3,Harinarayan Prasad Sah Rauniyar,Male,Sanghiya Samajwadi Forum,,15168,1
2,S2PAR3,2,Parsa,3,Om Prakash Yadav,Male,Unified RPP (Nationalist),,142,
2,S2PAR3,2,Parsa,3,Islam Miya,Male,Nepal Majdur Kishan Party,,66,
2,S2PAR3,2,Parsa,3,Raj Kumar Gupta,Male,CPN-UML,Left Alliance,10986,
2,S2PAR3,2,Parsa,3,Dhurendra Patel,Male,Independent,,25,
2,S2PAR3,2,Parsa,3,Shivaji Prasad Gupta,Male,Independent,,15,
2,S2PAR3,2,Parsa,3,Ajay Kumar Gupta,Male,Independent,,53,
2,S2PAR3,2,Parsa,3,Birendra Prasad Koiri,Male,Independent,,101,
2,S2PAR3,2,Parsa,3,Surendra Prasad Chaudhary,Male,Nepali Congress,Democratic Alliance,13801,
2,S2PAR4,2,Parsa,4,Hriday Narayan Prasad Kuswaha,Male,Unified RPP (Nationalist),,192,
2,S2PAR4,2,Parsa,4,Mohapatiya Dushadhin,Female,Independent,,29,
2,S2PAR4,2,Parsa,4,Santosh Kumar Sah,Male,Jana Samajwadi Party,,1130,
2,S2PAR4,2,Parsa,4,Rajkapur Sah Kanu,Male,Nepali Janata Dal,,378,
2,S2PAR4,2,Parsa,4,Laxman Lal Karan,Male,RJP-N,,20738,1
2,S2PAR4,2,Parsa,4,Mumtaj Ahmed Gadi,Male,Independent,,49,
2,S2PAR4,2,Parsa,4,Sunil Kumar Wagle,Male,Independent,,16,
2,S2PAR4,2,Parsa,4,Imdad Gaddi,Male,Nepal Sanghiya Samajwadi Party,,2789,
2,S2PAR4,2,Parsa,4,Ramesh Rijal,Male,Nepali Congress,Democratic Alliance,14702,
2,S2PAR4,2,Parsa,4,Ramakant Prasad Chaudhary,Male,Independent,,65,
2,S2PAR4,2,Parsa,4,Sahab Miya Teli,Male,Nepal Majdur Kishan Party,,71,
2,S2PAR4,2,Parsa,4,Urmila Aryal,Female,Maoist Centre,Left Alliance,9617,
2,S2PAR4,2,Parsa,4,Banarasi Raut Ahir,Male,Independent,,15,
2,S3CHI1,3,Chitwan,1,Indra Prasad Paddhya Poudel,Male,Rastriya Janamorcha,,136,
2,S3CHI1,3,Chitwan,1,Arjun Prasad Bartola,Male,RJP-N,,140,
2,S3CHI1,3,Chitwan,1,Rajendra Prasad Burlakoti,Male,Nepali Congress,Democratic Alliance,35360,
2,S3CHI1,3,Chitwan,1,Singh Bahadur Gole,Male,Independent,,15,
2,S3CHI1,3,Chitwan,1,Keshav Regmi,Male,Independent,,14,
2,S3CHI1,3,Chitwan,1,Shriram Kandel,Male,Independent,,23,
2,S3CHI1,3,Chitwan,1,Krishna Bahadur Tamang,Male,Nepal Majdur Kishan Party,,62,
2,S3CHI1,3,Chitwan,1,Janardhan Duwadi,Male,Naya Shakti Party,,163,
2,S3CHI1,3,Chitwan,1,Bir Bahadur Gurung,Male,Mongol National Organization,,40,
2,S3CHI1,3,Chitwan,1,Surendra Prasad Pandey,Male,CPN-UML,Left Alliance,51080,1
2,S3CHI1,3,Chitwan,1,Dhan Nath Sapkota,Male,Deshbhakta Janaganatantrik Morcha,,98,
2,S3CHI1,3,Chitwan,1,Manoj Kumar Pokhrel,Male,Sanghiya Samajwadi Forum,,55,
2,S3CHI1,3,Chitwan,1,Niraj Regmi,Male,Bibeksheel Sajha Party,,718,
2,S3CHI2,3,Chitwan,2,Bhupendra Raj Basnet,Male,Bibeksheel Sajha Party,,1245,
2,S3CHI2,3,Chitwan,2,Rita Chaudhary,Female,RJP-N,,91,
2,S3CHI2,3,Chitwan,2,Shesh Nath Adhikari,Male,Nepali Congress,Democratic Alliance,27314,
2,S3CHI2,3,Chitwan,2,Pradip Gurung,Male,Mongol National Organization,,58,
2,S3CHI2,3,Chitwan,2,Bishnu Prasad Poudel ,Male,Rastriya Janamorcha,,123,
2,S3CHI2,3,Chitwan,2,Keshav Prasad Adhikari,Male,Independent,,15,
2,S3CHI2,3,Chitwan,2,Binod Kumar Gurung,Male,Naya Shakti Party,,473,
2,S3CHI2,3,Chitwan,2,Krishna Bhakta Pokhrel,Male,CPN-UML,Left Alliance,44670,1
2,S3CHI2,3,Chitwan,2,Amar K.C. Chhetri,Male,Unified RPP (Nationalist),,457,
2,S3CHI2,3,Chitwan,2,Him Nath Ghimire,Male,Independent,,36,
2,S3CHI2,3,Chitwan,2,Tivendra Chapagain,Male,Deshbhakta Janaganatantrik Morcha,,178,
2,S3CHI2,3,Chitwan,2,Rabin Kumar Pradhan,Male,Nepal Majdur Kishan Party,,58,
2,S3CHI2,3,Chitwan,2,Khim Bahadur Thapa,Male,Rastriya Janamukti Party,,50,
2,S3CHI2,3,Chitwan,2,Bishnu Poudel,Male,Independent,,96,
2,S3CHI2,3,Chitwan,2,Ganesh Giri,Male,Sanghiya Samajwadi Forum,,67,
2,S3CHI3,3,Chitwan,3,Hari Prasad Duwal,Male,Nepal Majdur Kishan Party,,23,
2,S3CHI3,3,Chitwan,3,Prabesh Adhikari,Male,Independent,,140,
2,S3CHI3,3,Chitwan,3,Hari Prasad Dahal,Male,Independent,,355,
2,S3CHI3,3,Chitwan,3,Tanka Nath Regmi,Male,Deshbhakta Janaganatantrik Morcha,,256,
2,S3CHI3,3,Chitwan,3,Pushpa Kamal Dahal (Prachanda),Male,Maoist Centre,Left Alliance,48276,1
2,S3CHI3,3,Chitwan,3,Dambar Shrestha,Male,CPN-ML,,1587,
2,S3CHI3,3,Chitwan,3,Dil Bahadur Bishwakarma,Male,Nepal Dalit Party,,106,
2,S3CHI3,3,Chitwan,3,Sarad Raj Pathak,Male,Bibeksheel Sajha Party,,441,
2,S3CHI3,3,Chitwan,3,Bharat Bohara,Male,Independent,,3,
2,S3CHI3,3,Chitwan,3,Bikram Pandey,Male,RPP (Democratic),,38935,
2,S3CHI3,3,Chitwan,3,Bhagwati Prasai,Female,Independent,,9,
2,S3CHI3,3,Chitwan,3,Bijay Raj Ghimire,Male,Independent,,22,
2,S3CHI3,3,Chitwan,3,Tanka Prasad Bastola,Male,Independent,,11,
2,S3CHI3,3,Chitwan,3,Ajay Thakur Hajam,Male,Sanghiya Samajwadi Forum,,129,
