Phase,Code,Province,District,National_Constituency,Province_Constituency,Contestant,Gender,Party,Votes,Won
1,S4LAM12,4,Lamjung,1,B,Prithvi Subba Gurung,Male,CPN-UML,23088,1
1,S4LAM12,4,Lamjung,1,B,Saroj Kumar Danai,Male,Naya Shakti Party,137,
1,S4LAM12,4,Lamjung,1,B,Krishna Prasad Koirala,Male,Nepali Congress,15102,
1,S4LAM12,4,Lamjung,1,B,Harke Sarki,Male,Jana Samajwadi Party,295,
1,S4LAM12,4,Lamjung,1,B,Suresh Kumar Gurung,Male,Sanghiya Samajwadi Forum,103,
1,S4LAM12,4,Lamjung,1,B,Nanda Jung Gurung,Male,Aamul Pariwartan Masiha Party,124,
1,S4LAM12,4,Lamjung,1,B,Uttam Gurung,Male,Independent,323,
1,S4LAM12,4,Lamjung,1,B,Munindra Thapa,Male,Bibeksheel Sajha Party,275,
1,S4MUS11,4,Mustang,1,A,Mikyur Gurung,Male,Nepali Congress,657,
1,S4MUS11,4,Mustang,1,A,Indra Dhara Dadu Bishta,Male,CPN-UML,1167,1
1,S4MUS12,4,Mustang,1,B,Pravin Kumar Sherchan,Male,RPP (Democratic),32,
1,S4MUS12,4,Mustang,1,B,Mahendra Bahadur Thakali,Male,CPN-UML,2584,1
1,S4MUS12,4,Mustang,1,B,Nara Bahadur Hirachan,Male,RPP,12,
1,S4MUS12,4,Mustang,1,B,Chhiring Dhawa Gurung,Male,Nepali Congress,2259,
1,S4MYA11,4,Myagdi,1,A,Binod K.C,Male,Maoist Centre,14704,1
1,S4MYA11,4,Myagdi,1,A,Bhim Prasad Gauchan,Male,RPP,12175,
1,S4MYA12,4,Myagdi,1,B,Ama Lal Fagami Pun,Male,Nepali Congress,7990,
1,S4MYA12,4,Myagdi,1,B,Chham Bahadur Roka,Male,Rastriya Janmukti Party,35,
1,S4MYA12,4,Myagdi,1,B,Ramesh Kumar Pun,Male,Rastriya Janamorcha,57,
1,S4MYA12,4,Myagdi,1,B,Nardevi Pun Magar,Male,CPN-UML,10868,1
1,S4BAG11,4,Baglung,1,A,Dipendra Bahadur Thapa,Male,Nepali Congress,11989,
1,S4BAG11,4,Baglung,1,A,Krishna Sharma,Male,Naya Shakti Party,149,
1,S4BAG11,4,Baglung,1,A,Jay Lal Sapkota,Male,Unified RPP (Nationalist),98,
1,S4BAG11,4,Baglung,1,A,Badri Kumar Shreshta,Male,Sanghiya Samajwadi Forum,89,
1,S4BAG11,4,Baglung,1,A,Indra lal Sapkota,Male,CPN-UML,17915,1
1,S4BAG12,4,Baglung,1,B,Prakash Sharma Paudel,Male,Nepali Congress,9094,
1,S4BAG12,4,Baglung,1,B,Yunis Miya,Male,Naya Shakti Party,310,
1,S4BAG12,4,Baglung,1,B,Krishna Thapa,Male,Rastriya Janamorcha,15636,1
1,S4BAG21,4,Baglung,2,A,Chandra Bahadur Budha,Male,Maoist Centre,17415,1
1,S4BAG21,4,Baglung,2,A,Manjesh Bam Malla,Male,Nepali Congress,11546,
1,S4BAG21,4,Baglung,2,A,Bir Bahadur Darji,Male,Sanghiya Samajwadi Forum,255,
1,S4BAG22,4,Baglung,2,B,Tek Bahadur Gharti,Male,Rastriya Janamorcha,11884,1
1,S4BAG22,4,Baglung,2,B,Jit Bahadur Sherchan,Male,Nepali Congress,8624,
1,S4BAG22,4,Baglung,2,B,Dil Bahadur B.K,Male,Aamul Pariwartan Masiha Party,156,
1,S4BAG22,4,Baglung,2,B,Tek Bahadur Kunwar,Male,Naya Shakti Party,77,
1,S4BAG22,4,Baglung,2,B,Yam Kumar Pun,Male,Sanghiya Samajwadi Forum,156,
1,S5RUKE11,5,Rukum East,1,A,Rakhi Man Gharti,Male,Naya Shakti Party,851,
1,S5RUKE11,5,Rukum East,1,A,Duut Kumar Pun Magar,Male,Nepali Congress,2144,
1,S5RUKE11,5,Rukum East,1,A,Tej Bahadur Wali,Male,Maoist Centre,5427,1
1,S5RUKE11,5,Rukum East,1,A,Anaram Pun,Male,Rastriya Janamorcha,62,
1,S5RUKE12,5,Rukum East,1,B,Purna Bahadur Gharti Magar,Male,Maoist Centre,5816,1
1,S5RUKE12,5,Rukum East,1,B,Datta Bahadur Basnet,Male,Nepali Congress,3111,
1,S5ROL11,5,Rolpa,1,A,Dal Bir Pun,Male,Unified RPP (Nationalist),527,
1,S5ROL11,5,Rolpa,1,A,Budhi Bahadur Raut,Male,Rastriya Janamorcha,400,
1,S5ROL11,5,Rolpa,1,A,Lalman Ghartimagar,Male,Mongol National Organization,238,
1,S5ROL11,5,Rolpa,1,A,Khat Ghartimagar,Male,Sanghiya Samajwadi Forum,100,
1,S5ROL11,5,Rolpa,1,A,Tikaman Budhamagar,Male,Deshbhakta Janganatantrik Morcha,142,
1,S5ROL11,5,Rolpa,1,A,Bir Singh Thakuri,Male,RPP (Democratic),728,
1,S5ROL11,5,Rolpa,1,A,Sher Bahadur Mahara,Male,Nepali Congress,10401,
1,S5ROL11,5,Rolpa,1,A,Kul Prasad K.C,Male,Maoist Centre,18512,1
1,S5ROL12,5,Rolpa,1,B,Dhan Bahadur Dangi Chhetri,Male,Rastriya Janamorcha,366,
1,S5ROL12,5,Rolpa,1,B,Khagendra Prakash Hamal,Male,Nepali Congress,9969,
1,S5ROL12,5,Rolpa,1,B,Dipendra Kumar Pun Magar,Male,Maoist Centre,24490,1
1,S5ROL12,5,Rolpa,1,B,Motiram Pun,Male,Deshbhakta Janganatantrik Morcha,213,
1,S5ROL12,5,Rolpa,1,B,Thir Bahadur Dangi Chhetri,Male,Unified RPP (Nationalist),329,
1,S6DOL11,6,Dolpa,1,A,Begam Singh Thakuri,Male,Nepali Congress,1213,
1,S6DOL11,6,Dolpa,1,A,Nanda Singh Budha,Male,CPN-UML,5490,1
1,S6DOL12,6,Dolpa,1,B,Pushpa Raj Budha,Male,Naya Shakti Party,140,
1,S6DOL12,6,Dolpa,1,B,Bir Bahadur Shahi,Male,Maoist Centre,6414,1
1,S6DOL12,6,Dolpa,1,B,Suresh Bahadur Shahi,Male,Nepali Congress,2105,
1,S6DOL12,6,Dolpa,1,B,Jay Bahadur Dhasal,Male,Independent,90,
1,S6MUG11,6,Mugu,1,A,Tilak Bahadur Malla,Male,Nepali Congress,5299,
1,S6MUG11,6,Mugu,1,A,Daan Singh Pariyar,Male,CPN-UML,5653,1
1,S6MUG11,6,Mugu,1,A,Hirmati B.K,Female,Naya Shakti Party,68,
1,S6MUG12,6,Mugu,1,B,Chandra Bahadur Shahi,Male,CPN-UML,6845,1
1,S6MUG12,6,Mugu,1,B,Surbir Shahi,Male,Naya Shakti Party,70,
1,S6MUG12,6,Mugu,1,B,Khadga Shahi,Male,Nepali Congress,4612,
1,S6MUG12,6,Mugu,1,B,Dhan Tamta,Male,Jana Samajwadi Party,253,
1,S6JUM11,6,Jumla,1,A,Muni Krishnaa Bohara,Male,Unified RPP (Nationalist),196,
1,S6JUM11,6,Jumla,1,A,Naresh Bhandari,Male,Maoist Centre,12574,1
1,S6JUM11,6,Jumla,1,A,Raju Singh Kathayat,Male,Nepali Congress,8537,
1,S6JUM11,6,Jumla,1,A,Bishnu Dutta Bhattarai,Male,Sanghiya Samajwadi Forum,108,
1,S6JUM11,6,Jumla,1,A,Shiv Lal Dangi,Male,Nepal Majdur Kisaan Party,1028,
1,S6JUM11,6,Jumla,1,A,Radhakrishna Budthapa,Male,Naya Shakti Party,161,
1,S6JUM12,6,Jumla,1,B,Gorkha Bahadur Budha,Male,Nepal Majdur Kisaan Party,1336,
1,S6JUM12,6,Jumla,1,B,Bhim Nidhi Hamal,Male,Nepali Congress,5280,
1,S6JUM12,6,Jumla,1,B,Padam Bahadur Rokaya,Male,CPN-UML,10458,1
1,S6JUM12,6,Jumla,1,B,Deep Chandra Chaulagain,Male,Unified RPP (Nationalist),209,
1,S6KAL11,6,Kalikot,1,A,Mahesh Shahi,Male,Rastriya Janamorcha,42,
1,S6KAL11,6,Kalikot,1,A,Navraj Koirala,Male,Nepal Majdur Kisaan Party,1110,
1,S6KAL11,6,Kalikot,1,A,Dhan Prasad Pandey,Male,Naya Shakti Party,100,
1,S6KAL11,6,Kalikot,1,A,Tek Raj Shahi,Male,Nepali Congress,4489,
1,S6KAL11,6,Kalikot,1,A,Bishnu Bahadur Rokaya,Male,CPN-ML,396,
1,S6KAL11,6,Kalikot,1,A,Kurmaraj Sahi,Male,CPN-UML,11935,1
1,S6KAL12,6,Kalikot,1,B,Krishna Bahadur Shahi,Male,Rastriya Janamorcha,12153,
1,S6KAL12,6,Kalikot,1,B,Dharm Raj Neupane,Male,Naya Shakti Party,215,
1,S6KAL12,6,Kalikot,1,B,Janak Bahadur Bishta,Male,Nepal Majdur Kisaan Party,208,
1,S6KAL12,6,Kalikot,1,B,Mahendra Bahadur Shahi,Male,Maoist Centre,12153,1
1,S6KAL12,6,Kalikot,1,B,Kali Bahadur Sahakari,Male,Nepali Congress,9342,
1,S6HUM11,6,Humla,1,A,Dharma Raj Aedi,Male,Naya Shakti Party,167,
1,S6HUM11,6,Humla,1,A,Dal Rawal,Male,CPN-UML,7158,1
1,S6HUM11,6,Humla,1,A,Than Bahadur Rokaya,Male,Nepali Congress,4811,
1,S6HUM12,6,Humla,1,B,Jiwan Bahadur Shahi,Male,Nepali Congress,4519,1
1,S6HUM12,6,Humla,1,B,Bijay Bhandari,Male,Maoist Centre,3995,
1,S6HUM12,6,Humla,1,B,Prem Bahadur Shahi,Male,Naya Shakti Party,712,
1,S6JAJ11,6,Jajarkot,1,A,Ram Prasad Paudel,Male,Sanghiya Samajwadi Forum,205,
1,S6JAJ11,6,Jajarkot,1,A,Ganesh Prasad Singh,Male,Maoist Centre,16911,1
1,S6JAJ11,6,Jajarkot,1,A,Tek Bahadur Khadka,Male,Unified RPP (Nationalist),305,
1,S6JAJ11,6,Jajarkot,1,A,Bhakta Bahadur Shah,Male,Naya Shakti Party,139,
1,S6JAJ11,6,Jajarkot,1,A,Bed Raj Singh,Male,Nepali Congress,12878,
1,S6JAJ12,6,Jajarkot,1,B,Dipak Jung Shah,Male,Nepali Congress,10360,
1,S6JAJ12,6,Jajarkot,1,B,Karbir Shahi,Male,CPN-UML,15185,1
1,S6JAJ12,6,Jajarkot,1,B,Mahendra Prasad Sharma,Male,Naya Shakti Party,118,
1,S6JAJ12,6,Jajarkot,1,B,Janak Bahadur Chalaune,Male,CPN-ML,537,
1,S7BAJU11,7,Bajura,1,A,Bal Dev Regmi,Male,CPN-UML,9840,1
1,S7BAJU11,7,Bajura,1,A,Tika Raj Giri,Male,Independent,62,
1,S7BAJU11,7,Bajura,1,A,Narendra B.K,Male,Naya Shakti Party,177,
1,S7BAJU11,7,Bajura,1,A,Janak Raj Giri,Male,Nepali Congress,8301,
1,S7BAJU12,7,Bajura,1,B,Padam Bahadur Shahi,Male,Nepali Congress,14977,
1,S7BAJU12,7,Bajura,1,B,Surje Chadara,Male,Naya Shakti Party,128,
1,S7BAJU12,7,Bajura,1,B,Prakash Bahadur B.K,Male,Unified RPP (Nationalist),79,
1,S7BAJU12,7,Bajura,1,B,Prakash Bahadur Shah,Male,CPN-UML,18186,1
1,S7BAJ11,7,Bajhang,1,A,Chandra Devi Joshi,Female,Nepali Congress,13197,
1,S7BAJ11,7,Bajhang,1,A,Mohan Bahadur Singh,Male,Bibeksheel Sajha Party,327,
1,S7BAJ11,7,Bajhang,1,A,Ram Bahadur Jagri,Male,Sanghiya Samajwadi Forum,243,
1,S7BAJ11,7,Bajhang,1,A,Arjun Bahadur Thapa,Male,CPN-UML,17868,1
1,S7BAJ11,7,Bajhang,1,A,Dumbar Bahadur Rawal,Male,Naya Shakti Party,138,
1,S7BAJ11,7,Bajhang,1,A,Ashok Bahadur Oli,Male,Deshbhakta Janganatantrik Morcha,191,
1,S7BAJ12,7,Bajhang,1,B,Devki Malla (Thapa),Female,Maoist Centre,16743,1
1,S7BAJ12,7,Bajhang,1,B,Rabindra Bahadur Bamma,Male,Bibeksheel Sajha Party,438,
1,S7BAJ12,7,Bajhang,1,B,Kalak Bahadur Rokaya,Male,Naya Shakti Party,413,
1,S7BAJ12,7,Bajhang,1,B,Naresh Bahadur Singh,Male,Nepali Congress,14242,
1,S7DAR11,7,Darchula,1,A,Gelbu Singh Bohara,Male,CPN-UML,16073,1
1,S7DAR11,7,Darchula,1,A,Madan Giri,Male,Nepali Congress,12598,
1,S7DAR11,7,Darchula,1,A,Manoj Ram Damai,Male,Jana Samajwadi Party,298,
1,S7DAR11,7,Darchula,1,A,Madan Damai,Male,Rastriya Janamorcha,33,
1,S7DAR11,7,Darchula,1,A,Nandan Singh Mahar,Male,Naya Shakti Party,165,
1,S7DAR12,7,Darchula,1,B,Jagdish Bahadur Pal,Male,Nepali Congress,9575,
1,S7DAR12,7,Darchula,1,B,Raghubir Singh Thagunna (Chhetri),Male,Independent,187,
1,S7DAR12,7,Darchula,1,B,Man Bahadur Dhami,Male,Maoist Centre,12956,1
1,S7DAR12,7,Darchula,1,B,Haribhan Singh Thagunna,Male,Jana Samajwadi Party,527,
1,S7DAR12,7,Darchula,1,B,Bahadur Singh Thagunna,Male,Naya Shakti Party,85,
1,S7BAI11,7,Baitadi,1,A,Dilip Raj Pandeya,Male,Rastriya Mukti Aandolan Nepal,390,
1,S7BAI11,7,Baitadi,1,A,Hari Mohan Bhandari,Male,Nepali Congress,15126,
1,S7BAI11,7,Baitadi,1,A,Prem Prakash Bhatta,Male,Maoist Centre,18093,1
1,S7BAI11,7,Baitadi,1,A,Bhagirath Singh Kunwar,Male,Jana Samajwadi Party,1171,
1,S7BAI11,7,Baitadi,1,A,Arjun Singh Madai,Male,Rastriya Janamorcha,102,
1,S7BAI12,7,Baitadi,1,B,Liladhar Bhatta,Male,CPN-UML,20318,1
1,S7BAI12,7,Baitadi,1,B,Ganesh Chand,Male,RPP,15247,
1,S6RUKW11,6,Rukum West,1,A,Krishna Bahadur Rokaya,Male,Nepali Congress,8577,
1,S6RUKW11,6,Rukum West,1,A,Rato Kami,Male,Maoist Centre,16810,1
1,S6RUKW11,6,Rukum West,1,A,Dammar Bista,Male,Naya Shakti Party,339,
1,S6RUKW11,6,Rukum West,1,A,Tule Khatri,Male,Rastriya Janamorcha,133,
1,S6RUKW12,6,Rukum West,1,B,Khadak Bahadur Dangi,Male,Nepali Congress,8127,
1,S6RUKW12,6,Rukum West,1,B,Prem Kumar Acharya,Male,Naya Shakti Party,509,
1,S6RUKW12,6,Rukum West,1,B,Gopal Sharma,Male,Maoist Centre,18587,1
2,S1ILA11,1,Ilam,1,A,Khinu Langwa (Limbu),Female,CPN-UML,18686,1
2,S1ILA11,1,Ilam,1,A,Lasang Tamang,Female,Sanghiya Samajwadi Forum,1148,
2,S1ILA11,1,Ilam,1,A,Thom Bahadur Gurung,Male,Sanghiya Loktrantik Rastriya Manch,376,
2,S1ILA11,1,Ilam,1,A,Devendra Kumar Rai,Male,Nepali Congress,9327,
2,S1ILA11,1,Ilam,1,A,Amum Dev Makrehang,Male,Mongol National Organization,1136,
2,S1ILA11,1,Ilam,1,A,Bhoj Raj Lamichhane,Male,RPP,762,
2,S1ILA12,1,Ilam,1,A,Hari Bahadur Gurung,Male,Naya Shakti Party,257,
2,S1ILA12,1,Ilam,1,B,Ramprasad Sanjel,Male,Naya Shakti Party,161,
2,S1ILA12,1,Ilam,1,B,Kaji Man Kagate,Male,CPN-UML,17986,1
2,S1ILA12,1,Ilam,1,B,Durga Kumar Baral,Male,Nepali Congress,10021,
2,S1ILA12,1,Ilam,1,B,Rajan Chamling,Male,Mongol National Organization,658,
2,S1ILA12,1,Ilam,1,B,Hom Bahadur Limbu,Male,Sanghiya Loktrantik Rastriya Manch,502,
2,S1ILA12,1,Ilam,1,B,Dirpadas Rai,Male,Sanghiya Samajwadi Forum,937,
2,S1ILA12,1,Ilam,1,B,Rajendra Kumar Lamichhane,Male,RPP,502,
2,S1ILA12,1,Ilam,1,B,Bishnu Bahadur Subba,Male,Deshbhakta Janaganatantrik Morcha,125,
2,S1ILA21,1,Ilam,2,A,Nasip Rai,Male,RPP,136,
2,S1ILA21,1,Ilam,2,A,Bakhat Bahadur Aangdembe,Male,Sanghiya Samajwadi Forum,275,
2,S1ILA21,1,Ilam,2,A,Ram Bahadur Magar,Male,CPN-UML,19838,1
2,S1ILA21,1,Ilam,2,A,Bhakti Das Rai,Male,Rastriya Janamukti Party,104,
2,S1ILA21,1,Ilam,2,A,Lachhu Man Rai/Makrehang,Male,Mongol National Organization,237,
2,S1ILA21,1,Ilam,2,A,Ambika Limbu,Male,Sanghiya Loktrantik Rastriya Manch,264,
2,S1ILA21,1,Ilam,2,A,Dambar Bahadur Khadka,Male,Nepali Congress,16286,
2,S1ILA22,1,Ilam,2,B,Dhirendra Sharma,Male,Maoist Centre,14716,1
2,S1ILA22,1,Ilam,2,B,Lal Bahadur Dangi,Male,RPP,186,
2,S1ILA22,1,Ilam,2,B,Dipendra Basnet,Male,Independent,10,
2,S1ILA22,1,Ilam,2,B,Dipak Chandra Gautam,Male,Deshbhakta Janaganatantrik Morcha,100,
2,S1ILA22,1,Ilam,2,B,Khadga Bahadur Khaling Rai,Male,RJP-N,133,
2,S1ILA22,1,Ilam,2,B,Rang Lal Timilsina,Male,Green Party Nepal,44,
2,S1ILA22,1,Ilam,2,B,Thangsang Lawati,Male,Sanghiya Loktrantik Rastriya Manch,2254,
2,S1ILA22,1,Ilam,2,B,Khagendra Dewan,Male,Nepali Congress,11065,
2,S1ILA22,1,Ilam,2,B,Bhuwan Singh Limbu,Male,Mongol National Organization,311,
2,S1ILA22,1,Ilam,2,B,Mani Bikram Limbu,Male,Sanghiya Samajwadi Forum,1357,
2,S1ILA22,1,Ilam,2,B,Jay Kumar Kerunga,Male,Rastriya Janamukti Party,1432,
2,S1JHA11,1,Jhapa,1,A,Man Bahadur Limbu,Male,Sanghiya Loktrantik Rastriya Manch,225,
2,S1JHA11,1,Jhapa,1,A,Olin Rajwnshi,Male,RJP-N,546,
2,S1JHA11,1,Jhapa,1,A,Shreeprasad Mainali,Male,CPN-UML,22972,1
2,S1JHA11,1,Jhapa,1,A,Bhaskar Rai,Male,Mongol National Organization,1153,
2,S1JHA11,1,Jhapa,1,A,Jagat Bahadur Bishwakarma,Male,Sanghiya Samajwadi Forum,664,
2,S1JHA11,1,Jhapa,1,A,Puspa Prasad Paudel,Male,Naya Shakti Party,296,
2,S1JHA11,1,Jhapa,1,A,Bharosadas Paudel,Male,CPN-ML,744,
2,S1JHA11,1,Jhapa,1,A,Keshwraj Pande,Male,Nepali Congress,17240,
2,S1JHA12,1,Jhapa,1,B,Parshuram Kaphale,Male,Naya Shakti Party,121,
2,S1JHA12,1,Jhapa,1,B,Rama Meche,Female,RJP-N,123,
2,S1JHA12,1,Jhapa,1,B,Gopalchandra Budhathoki,Male,CPN-UML,17839,1
2,S1JHA12,1,Jhapa,1,B,Shreeprasad Limbu,Male,Mongol National Organization,199,
2,S1JHA12,1,Jhapa,1,B,Ashok Kumar Pokharel,Male,Nepali Congress,9978,
2,S1JHA12,1,Jhapa,1,B,Khayam Bahadur Subba,Male,Rastriya Janamukti Party,99,
2,S1JHA12,1,Jhapa,1,B,Ramsuphal Kamti,Male,Sanghiya Samajwadi Forum,407,
2,S1JHA12,1,Jhapa,1,B,Laxmi Prasad Mabo,Male,Sanghiya Loktrantik Rastriya Manch,842,
2,S1JHA21,1,Jhapa,2,A,Nirmala  Ekten(Limbu),Female,Rastriya Janamukti Party,124,
2,S1JHA21,1,Jhapa,2,A,Ranjit Man Rai,Male,Sanghiya Loktrantik Rastriya Manch,288,
2,S1JHA21,1,Jhapa,2,A,Chitrangd Timsina,Male,Bibeksheel Sajha Party,839,
2,S1JHA21,1,Jhapa,2,A,Raj Kumar Lawti,Male,Mongol National Organization,188,
2,S1JHA21,1,Jhapa,2,A,Padam Prasad Paudel,Male,Nepal Janata Party,122,
2,S1JHA21,1,Jhapa,2,A,Laxman Khadka,Male,Nepali Congress,12722,
2,S1JHA21,1,Jhapa,2,A,Til Bahadur Rai,Male,Sanghiya Samajwadi Forum,442,
2,S1JHA21,1,Jhapa,2,A,Ekraj Karki,Male,CPN-UML,21284,1
2,S1JHA22,1,Jhapa,2,B,Bijay Ingnam(Limbu),Male,Rastriya Janamukti Party,739,
2,S1JHA22,1,Jhapa,2,B,Nagendra Rai,Male,Sanghiya Loktrantik Rastriya Manch,461,
2,S1JHA22,1,Jhapa,2,B,Brikha Bahadur Pradhan,Male,CPN-UML,25461,1
2,S1JHA22,1,Jhapa,2,B,Mangal Singh Limbu,Male,Mongol National Organization,515,
2,S1JHA22,1,Jhapa,2,B,Hari Prasad Dahal,Male,Deshbhakta Janaganatantrik Morcha,291,
2,S1JHA22,1,Jhapa,2,B,Shivan Sorali Magar,Male,Sanghiya Samajwadi Forum,211,
2,S1JHA22,1,Jhapa,2,B,Khadga Prasad Prasai,Male,Nepali Congress,18240,
2,S1JHA22,1,Jhapa,2,B,Bishnu Prasad Aachary,Male,Bibeksheel Sajha Party,716,
2,S1JHA31,1,Jhapa,3,A,Kiran Limbu(Lingden),Male,Sanghiya Loktrantik Rastriya Manch,197,
2,S1JHA31,1,Jhapa,3,A,Bashanta Kumar Waniya,Male,CPN-UML,22553,1
2,S1JHA31,1,Jhapa,3,A,Bhakta Bahadur Vishwkrama,Male,Deshbhakta Janaganatantrik Morcha,124,
2,S1JHA31,1,Jhapa,3,A,Arjun Lowa,Male,Mongol National Organization,381,
2,S1JHA31,1,Jhapa,3,A,Chhavilal Luitel,Male,Nepal Janata Party,145,
2,S1JHA31,1,Jhapa,3,A,Karn Lal Rajwnshi,Male,RJP-N,545,
2,S1JHA31,1,Jhapa,3,A,Bhumi Prasad Rajwnshi,Male,Nepali Congress,17005,
2,S1JHA32,1,Jhapa,3,B,Purna Prasad Rajbnshi,Male,Maoist Centre,22065,1
2,S1JHA32,1,Jhapa,3,B,Baisagu Rajwanshi,Male,Rastriya Janamukti Party,170,
2,S1JHA32,1,Jhapa,3,B,Ambr Bahadur Mawo,Male,Sanghiya Loktrantik Rastriya Manch,709,
2,S1JHA32,1,Jhapa,3,B,Durjanlal Rajwanshi,Male,Sanghiya Samajwadi Forum,623,
2,S1JHA32,1,Jhapa,3,B,Bhagirth Kumar Podar,Male,Nepali Congress,14735,
2,S1JHA32,1,Jhapa,3,B,Satykala Nenbang,Female,Mongol National Organization,325,
2,S1JHA32,1,Jhapa,3,B,Somnath Suwedi,Male,Nepal Janata Party,700,
2,S1JHA41,1,Jhapa,4,A,Jhalak Bahadur Magar,Male,Maoist Centre,17256,1
2,S1JHA41,1,Jhapa,4,A,Harka Prasad Limbu,Male,Sanghiya Loktrantik Rastriya Manch,1457,
2,S1JHA41,1,Jhapa,4,A,Devendra Rai,Male,Mongol National Organization,75,
2,S1JHA41,1,Jhapa,4,A,Kiran Bhattrai,Male,Nepali Congress,12481,
2,S1JHA41,1,Jhapa,4,A,Harkraj Rai,Male,Sanghiya Samajwadi Forum,441,
2,S1JHA41,1,Jhapa,4,A,Hari Prasad Gautam,Male,Deshbhakta Janaganatantrik Morcha,238,
2,S1JHA42,1,Jhapa,4,B,Dhirajnarayyan Ganesh,Male,Rastriya Shivasena Party,25,
2,S1JHA42,1,Jhapa,4,B,Dinanatha Khatiwda,Male,Independent,12,
2,S1JHA42,1,Jhapa,4,B,Hira Kumar Thapa,Male,CPN-UML,24901,1
2,S1JHA42,1,Jhapa,4,B,Bhakta Bahdur Limbu,Male,Sanghiya Loktrantik Rastriya Manch,672,
2,S1JHA42,1,Jhapa,4,B,Utam Kumar Sharma(Suwedi),Male,Nepali Congress,14965,
2,S1JHA42,1,Jhapa,4,B,Dhan Kumar Budhathoki,Male,Independent,42,
2,S1JHA42,1,Jhapa,4,B,Mangal Singh Sammekham,Male,Rastriya Janamukti Party,397,
2,S1JHA42,1,Jhapa,4,B,Suryanarayan Ganesh,Male,RJP-N,1234,
2,S1JHA42,1,Jhapa,4,B,Phulman Tamang,Male,Mongol National Organization,93,
2,S1JHA42,1,Jhapa,4,B,Jagannath Adhikari,Male,Green Party Nepal,94,
2,S1JHA42,1,Jhapa,4,B,Purushottam Kaphle,Male,Rastriya Janamorcha,55,
2,S1JHA51,1,Jhapa,5,A,Suryaprasad Limbu,Male,Sanghiya Loktrantik Rastriya Manch,1045,
2,S1JHA51,1,Jhapa,5,A,Krishnaraj Sharma,Male,Rastriya Mukti Aandolan,103,
2,S1JHA51,1,Jhapa,5,A,Khadga Prasad Shiwakoti,Male,Independent,7,
2,S1JHA51,1,Jhapa,5,A,Hari Prasad Adhikari,Male,Independent,7,
2,S1JHA51,1,Jhapa,5,A,Anil Krishna Prasai,Male,Nepali Congress,18636,
2,S1JHA51,1,Jhapa,5,A,Hiralal Rajwnshi,Male,RJP-N,798,
2,S1JHA51,1,Jhapa,5,A,Jammawti Timlsina,Female,Independent,20,
2,S1JHA51,1,Jhapa,5,A,Kailashpti Magar,Male,Rastriya Janamukti Party,238,
2,S1JHA51,1,Jhapa,5,A,Rajendra Subba(Chemjong),Male,Mongol National Organization,120,
2,S1JHA51,1,Jhapa,5,A,Hikmat Kumar Karki,Male,CPN-UML,24098,1
2,S1JHA51,1,Jhapa,5,A,Dharm Raj Guragai,Male,Naya Shakti Party,139,
2,S1JHA51,1,Jhapa,5,A,Rudra Rai,Male,Deshbhakta Janaganatantrik Morcha,154,
2,S1JHA52,1,Jhapa,5,B,Arjun Rai,Male,CPN-UML,30973,1
2,S1JHA52,1,Jhapa,5,B,Rajan Bahadur Dhungana,Male,Nepali Congress,10993,
2,S1JHA52,1,Jhapa,5,B,Jaya Kumar Rai,Male,Rastriya Janamukti Party,431,
2,S1JHA52,1,Jhapa,5,B,Dambar Bahadur Gurung,Male,Independent,7,
2,S1JHA52,1,Jhapa,5,B,Chandra Bahadur Kandngwa,Male,Sanghiya Loktrantik Rastriya Manch,917,
2,S1JHA52,1,Jhapa,5,B,Sushil Kumar Rai,Male,Sanghiya Samajwadi Forum,1626,
2,S1JHA52,1,Jhapa,5,B,Raju Khadka,Male,Naya Shakti Party,397,
2,S1JHA52,1,Jhapa,5,B,Rup Narayan Nyaupane,Male,CPN-ML,832,
2,S1JHA52,1,Jhapa,5,B,Nirmal Ktuwal,Male,Bibeksheel Sajha Party,777,
2,S1TER11,1,Terhathum,1,A,Surya Bahadur Limbu,Male,Sanghiya Samajwadi Forum,147,
2,S1TER11,1,Terhathum,1,A,Madhaw Prasad Khanal,Male,CPN-ML,146,
2,S1TER11,1,Terhathum,1,A,Daleshwar Limbu,Male,Mongol National Organization,41,
2,S1TER11,1,Terhathum,1,A,Laxmun Tiwari,Male,CPN-UML,11726,1
2,S1TER11,1,Terhathum,1,A,Dhanraj Kandngwa,Male,Unified RPP (Nationalist),22,
2,S1TER11,1,Terhathum,1,A,Deu Narayan Limbu,Male,Sanghiya Loktrantik Rastriya Manch,778,
2,S1TER11,1,Terhathum,1,A,Gobind Prasad Dhungana,Male,Nepali Congress,10260,
2,S1TER11,1,Terhathum,1,A,Surya Bahadur Thapa,Male,Rastriya Janamukti Party,147,
2,S1TER11,1,Terhathum,1,A,Bishnu Kumar Dahal,Male,Naya Shakti Party,123,
2,S1TER12,1,Terhathum,1,B,Bishnu Kumar Chingwang,Male,Sanghiya Loktrantik Rastriya Manch,526,
2,S1TER12,1,Terhathum,1,B,Rajendra Kandngawa,Male,Naya Shakti Party,146,
2,S1TER12,1,Terhathum,1,B,Dambar Bahadur Limbu,Male,Mongol National Organization,27,
2,S1TER12,1,Terhathum,1,B,Bijay Samwahamphe,Male,Nepali Congress,8047,
2,S1TER12,1,Terhathum,1,B,Yasoda Devi Karki,Female,Unified RPP (Nationalist),68,
